prototype,index,kind,tag,subtype,value
143,27,string,0,0,Skidder Stop Skidding
143,28,int,1,1,10
143,29,number,4,1,113
143,30,number,4,1,122
143,31,number,4,1,133
144,0,boolean,5,,False
145,0,string,0,0,Kick
145,1,string,0,0,Skidder Stop Skidding
146,0,string,0,0,Kick
146,1,string,0,0,Skidder Stop Skidding
147,0,string,0,0,Visible
147,1,string,0,0,KeybindFrame
148,0,string,0,0,ShowCustomCursor
149,0,string,0,0,Unload
150,0,int,1,1,0
150,1,string,0,0,next
150,2,string,0,0,Value
150,3,string,0,0,MissionModifiers
150,4,int,1,1,1
150,5,int,1,1,2
150,6,string,0,0,SetValue
150,7,string,0,0,Notify
150,8,string,0,0,You can only select 2 modifiers!
151,0,string,0,0,task
151,1,string,0,0,spawn
152,0,string,0,0,pcall
152,1,string,0,0,pairs
152,2,string,0,0,type
152,3,string,0,0,string
152,4,string,0,0,table
152,5,string,0,0,insert
152,6,string,0,0,sort
152,7,int,1,1,0
152,8,string,0,0,MissionLocation
152,9,string,0,0,SetValues
152,10,string,0,0,SetValue
152,11,int,1,1,1
152,12,string,0,0,Notify
152,13,string,0,0,No locations found for 
152,14,string,0,0,tostring
152,15,string,0,0,Failed to fetch locations (Network Error)
153,0,string,0,0,InvokeServer
153,1,string,0,0,RequestLocationData
154,0,boolean,5,,True
154,1,string,0,0,Value
154,2,string,0,0,AutoFarm
154,3,string,0,0,FarmMode
154,4,string,0,0,Create
154,5,string,0,0,MissionType
154,6,string,0,0,MissionLocation
154,7,string,0,0,pairs
154,8,string,0,0,MissionModifiers
154,9,string,0,0,table
154,10,string,0,0,insert
154,11,string,0,0,pcall
154,12,string,0,0,Not in range of signal tower
154,13,string,0,0,CFrame
154,14,string,0,0,new
154,15,number,4,1,-741
154,16,int,1,1,6
154,17,int,1,1,188
154,18,string,0,0,task
154,19,string,0,0,wait
154,20,int,1,1,3
154,21,int,1,1,1
154,22,string,0,0,MissionDelay
154,23,string,0,0,Intercept
154,24,string,0,0,InterceptDelay
154,25,number,4,1,39
154,26,number,4,1,85
154,27,number,4,1,0
155,0,string,0,0,InvokeServer
155,1,string,0,0,OverworldMissions
155,2,string,0,0,Identification
155,3,string,0,0,Conditions
155,4,string,0,0,Directive
155,5,string,0,0,Request
155,6,string,0,0,Engage
156,0,string,0,0,Unloaded
156,1,boolean,5,,True
